,PV(kW),Load(kW)
259,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.5  25.8  30.4  21.8  47.3  63.   62.6 109.1 134.6
 244.6 346.7 333.4 331.7 470.  767.8 604.2 489.2 721.  632.6 328.4 604.1
 828.8 865.9 722.  785.7 849.6 762.  773.1 867.5 409.8 656.1 781.  497.1
 597.5 493.1 931.  583.5 657.5 571.8 664.9 717.6 628.2 937.2 817.  721.3
 513.2 390.  665.6 531.3 572.6 647.8 406.2 306.4 170.1 100.2 136.8 135.7
 312.2 251.4 103.3  77.4  57.8  31.5  30.9  16.6  25.6  28.6  21.3   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[121.  127.4 144.4 102.3  85.1 118.7 128.3 124.9 130.9  90.   80.5  88.6
 105.9  83.2 114.2  82.9  87.5 100.6  76.9  98.9 106.2  93.4 114.9  93.3
 126.3 162.9 185.6 231.9 269.1 360.4 397.  400.5 260.8 455.8 301.5 251.9
 303.5 339.7 312.  300.3 289.9 297.6 258.3 293.  294.3 250.9 300.6 343.4
 333.6 348.7 260.9 264.9 238.6 233.4 262.1 262.  254.2 259.1 381.8 391.4
 329.5 377.1 302.6 333.7 439.6 391.2 388.  411.3 646.4 442.4 578.8 712.4
 447.4 597.5 590.8 418.6 479.1 494.7 793.5 428.7 619.4 595.7 593.4 485.
 745.5 678.2 519.7 502.9 568.7 732.8 407.5 435.8 337.9 344.9 303.8 227.9]"
260,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.6  28.1  29.   30.6  39.   68.1  74.  140.3 133.9
 200.9 303.7 303.4 329.1 467.3 671.3 602.3 459.2 559.8 707.2 439.  611.6
 863.3 829.4 751.4 891.2 852.3 854.9 767.3 795.  416.9 816.3 693.6 455.
 632.7 480.3 640.8 548.4 690.7 675.2 658.3 738.9 703.8 850.8 772.3 704.8
 479.4 285.  651.7 492.1 417.9 556.6 320.5 289.5 154.  115.1 129.  163.1
 297.9 235.4  90.9  83.4  68.8  39.7  41.4  15.   25.9  22.5  18.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 95.7 145.5 150.2  99.9  77.8 104.3 142.8 129.2 141.9 101.2  92.7  93.5
 114.   95.7  79.5 100.3  85.  119.1  86.   95.5 103.5  85.9 125.8  95.8
 174.7 199.7 192.  215.6 243.6 338.8 390.5 407.1 273.4 352.7 294.6 222.5
 286.8 363.9 325.8 202.1 348.9 332.8 262.7 216.  289.5 318.  327.9 294.6
 368.9 385.7 263.  255.2 229.8 216.5 319.1 235.3 265.5 286.9 314.7 368.6
 348.1 356.6 319.4 319.6 363.7 408.5 408.1 428.7 580.2 412.4 558.4 618.2
 430.8 529.7 633.  483.1 469.5 631.2 626.  385.5 657.  551.1 579.9 444.1
 663.9 692.6 586.7 606.3 630.3 721.7 436.7 393.5 334.6 336.  323.6 196.2]"
261,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.4  26.6  34.8  26.1  38.2  64.   58.6 142.4 130.6
 293.5 352.6 282.8 305.7 370.1 603.2 605.3 488.8 693.9 539.6 341.1 921.6
 725.9 749.  728.5 839.9 804.9 838.1 719.7 806.2 426.1 883.3 751.1 439.7
 450.3 450.9 805.1 654.2 724.  593.7 734.1 785.6 705.7 760.1 803.6 776.2
 411.  349.8 563.4 552.8 585.7 560.9 342.9 316.7 181.8 106.3 114.9 178.1
 322.5 172.4 119.   76.5  68.6  35.5  39.4  14.6  24.2  23.6  19.3   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[109.1 134.4 147.6 114.1  93.9 157.8 147.2 116.8 145.3  83.1  79.7  86.2
 104.1  97.4 104.4 104.3  75.  125.2  73.3 115.9 107.4  87.  122.   84.9
 147.4 168.3 206.  220.2 312.6 318.6 423.1 426.  321.3 406.1 287.7 241.6
 244.8 348.  348.8 292.3 329.3 445.6 327.7 246.2 318.7 312.6 317.3 271.6
 316.8 388.7 212.3 243.3 260.8 233.9 272.4 277.8 243.3 274.1 267.3 377.5
 319.9 285.9 298.7 370.3 391.8 365.  401.4 445.3 612.7 509.2 507.6 592.4
 510.8 611.1 571.4 412.1 439.3 631.  639.8 433.4 633.1 606.9 503.  435.2
 735.9 558.8 659.7 534.3 622.1 706.6 393.4 388.4 425.4 370.5 330.7 273.8]"
262,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.9  19.4  30.7  33.1  45.4  58.9  60.2 142.7 117.7
 278.3 323.5 270.1 347.4 470.1 687.1 641.8 566.2 793.9 662.3 372.  796.9
 959.5 757.6 797.6 832.5 763.2 671.4 741.7 717.2 497.1 817.4 739.3 475.7
 475.1 430.4 761.8 572.4 593.3 633.3 654.1 694.4 752.5 620.9 802.5 721.9
 494.1 347.1 679.6 521.1 511.1 636.8 335.5 252.4 188.2 100.  122.5 178.9
 307.9 233.9  88.7  74.9  61.1  37.   40.8  15.   22.3  27.3  22.3   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[129.7 154.9 134.4  95.2  98.2 144.3 155.6 129.2 163.5  90.3  67.8  82.6
 106.3 116.2 103.1 102.2  80.6 101.6  97.8  84.3 117.2  92.7 102.4  77.3
 145.  205.6 205.8 207.4 316.1 297.5 332.9 328.7 286.1 378.9 356.4 277.1
 325.3 423.5 351.4 292.1 280.5 314.3 307.8 257.2 317.6 248.8 296.6 298.1
 319.3 414.1 224.4 253.1 226.1 241.6 282.8 268.7 321.5 282.4 330.3 339.9
 323.4 336.6 270.3 293.8 356.6 434.6 417.6 358.4 629.  451.6 638.2 494.8
 555.9 670.  648.9 385.1 468.6 535.  688.2 395.4 625.1 524.4 566.6 521.8
 798.6 690.1 536.8 599.8 557.4 653.  433.3 482.4 412.7 348.2 313.5 268.7]"
263,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.8  22.   35.   22.6  43.9  62.2  71.4 139.1 140.3
 267.1 317.5 275.5 346.5 430.1 654.8 657.5 483.4 623.2 614.4 362.  742.4
 851.7 799.2 723.8 806.4 759.7 918.2 702.2 740.2 398.3 955.3 849.7 409.3
 718.5 501.2 624.  650.6 549.9 943.7 629.5 803.3 640.8 760.1 741.9 602.
 494.6 381.5 694.9 495.1 648.1 511.3 326.3 341.6 154.4  92.8 149.6 150.8
 337.3 224.9 112.6  77.8  71.7  27.   32.1  14.3  25.1  20.9  21.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 86.  134.5 143.1 111.8  84.  120.4 175.1 120.6 145.2  72.   86.7 108.7
 114.2 114.6 106.9  82.   80.8 113.6  88.3 109.7  99.5  78.4 116.   64.4
 154.1 163.7 159.8 195.2 267.8 307.3 339.1 362.3 296.8 450.2 325.9 216.9
 309.5 323.2 298.2 295.3 299.4 371.6 324.6 260.4 238.9 310.3 319.2 327.9
 324.9 385.3 255.9 256.8 223.5 244.7 283.2 227.2 310.4 270.9 341.2 380.3
 338.9 293.3 315.1 302.1 403.9 382.7 352.2 443.2 604.4 483.9 524.6 605.9
 600.7 674.4 616.4 435.  416.9 735.9 580.6 469.1 526.  549.9 597.5 457.
 721.6 664.8 635.6 543.3 527.9 664.3 404.9 455.3 344.4 310.4 336.1 237.4]"
264,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.4  23.   31.   29.2  39.6  49.4  67.1 124.5 156.1
 247.8 321.7 293.1 339.  420.5 626.4 676.5 461.6 693.1 510.1 345.8 859.5
 806.  936.1 624.6 866.8 797.8 948.7 710.7 776.4 451.5 688.6 744.7 475.3
 492.4 431.2 823.  549.9 669.6 754.2 859.1 768.1 592.5 608.4 711.3 656.6
 539.  325.6 628.4 663.3 638.4 537.9 320.3 356.1 183.9 141.4 117.5 179.
 324.1 226.  107.2  72.8  67.9  34.2  36.9  15.1  20.8  29.4  21.9   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 95.8 135.6 153.3  97.5  73.2 127.9 144.6 134.3 151.5  85.7  81.6 107.1
 123.1 111.1  92.2 103.8  86.7 105.8  93.1  95.5 116.1  73.6 112.3  84.3
 151.8 191.1 205.5 188.6 282.3 377.4 387.7 386.7 307.9 479.6 326.7 214.5
 313.6 361.1 339.6 263.4 349.1 378.  268.1 282.4 331.8 300.9 260.1 264.1
 342.5 370.3 252.4 269.2 279.8 242.9 310.5 270.  282.9 230.7 330.1 374.7
 322.1 359.1 261.9 345.3 419.9 402.5 327.6 472.5 633.9 402.8 647.1 660.2
 525.5 667.1 538.2 515.9 509.4 510.5 530.8 565.5 529.6 479.1 510.  442.8
 714.5 651.8 610.8 629.1 561.7 716.4 404.9 412.2 425.4 369.8 332.4 210.6]"
265,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  19.   31.1  31.4  47.7  66.2  61.5 142.7 116.9
 289.2 350.9 229.3 308.2 499.6 581.  644.5 483.8 570.9 675.4 357.2 811.7
 743.4 908.5 649.  824.9 648.2 886.2 742.7 731.1 409.9 733.9 636.3 526.
 648.9 446.5 749.1 619.3 673.7 721.9 723.6 819.4 704.3 631.1 759.4 610.4
 492.6 369.2 541.6 602.5 589.8 454.9 382.5 229.4 158.4 112.9 140.3 174.7
 314.4 234.9  80.   62.3  73.   35.   40.1  14.7  27.1  27.8  24.9   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[115.9 143.7 149.7  98.5  95.9 140.7 131.9 112.7 128.4  79.1  90.8  89.9
 101.1  96.   82.9  86.   87.  118.7  75.8  94.2 104.8  88.6 123.6  77.8
 175.  172.9 161.5 183.4 296.6 334.8 417.8 328.1 318.5 483.8 357.6 211.5
 242.3 390.9 288.  303.3 344.7 508.8 282.5 311.8 316.9 251.8 320.3 249.3
 266.5 357.  208.2 268.1 212.5 244.6 266.3 279.5 313.9 294.3 266.2 392.7
 321.6 327.7 301.  327.8 452.8 435.7 352.4 397.  744.5 461.7 524.4 570.8
 511.  508.2 503.7 488.  524.  593.2 665.3 382.4 562.6 572.2 486.2 424.8
 746.7 746.  645.2 441.5 633.1 672.2 463.  486.4 475.1 401.  374.1 241.3]"
266,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.1  23.7  40.3  36.8  49.1  76.   66.9 126.7 139.6
 299.8 264.3 287.5 350.1 472.9 528.6 643.9 431.9 684.5 549.9 315.1 743.8
 861.6 876.8 800.9 707.8 742.1 797.5 804.8 844.4 332.3 972.9 807.2 489.3
 563.1 457.9 638.4 557.9 704.5 741.  651.4 798.  683.9 587.8 766.5 853.8
 456.7 359.3 634.3 574.3 688.1 480.  324.7 240.9 208.   75.5 108.7 179.7
 248.4 263.2  93.9  71.6  64.1  43.3  28.1  12.3  25.8  26.5  19.9   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[103.  154.  156.1  94.5  83.6 115.4 120.5 119.9 139.5  90.   78.6 109.9
 105.8  94.9  95.2 116.7  96.5  89.2  71.5 107.4 124.6  93.7 104.3  86.3
 153.4 194.6 199.8 177.7 279.7 300.4 357.2 383.2 292.6 499.3 318.2 280.2
 332.4 428.4 364.5 251.6 366.  322.6 267.8 240.7 292.8 200.3 321.3 318.2
 294.8 319.1 256.8 247.2 272.8 237.9 252.6 280.8 262.4 247.  343.  329.7
 355.5 349.3 255.  366.  400.6 366.4 331.5 397.1 622.8 505.7 625.9 613.7
 566.5 664.3 505.8 468.6 459.1 619.  748.3 473.9 657.5 552.  557.4 433.8
 727.  819.  581.8 531.2 676.2 671.9 436.4 440.2 337.1 404.  336.3 246.3]"
267,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    8.5  21.4  36.7  32.1  45.3  59.9  76.  123.6 128.9
 261.3 291.3 277.8 328.5 414.8 423.7 678.1 459.  665.6 635.7 366.7 896.5
 999.8 749.6 887.7 918.6 705.9 787.5 723.4 869.1 501.6 957.7 755.4 546.
 538.4 450.3 728.9 501.6 682.5 704.4 762.2 915.  797.5 650.5 670.5 772.8
 445.  334.3 634.  476.9 612.6 540.8 409.6 266.9 176.1 113.  121.1 172.9
 298.9 251.5 105.2  67.2  61.1  33.1  41.7  14.3  22.8  28.3  26.6   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[110.7 138.6 134.5  98.4  71.7 120.3 140.9 119.2 145.1  99.2  79.   92.2
  82.9  92.5  82.8  91.8  81.4 109.1  76.6 108.7  95.5  82.3 121.1  94.
 165.  141.4 185.3 201.5 258.1 334.7 379.6 381.3 290.9 420.3 306.5 262.1
 327.3 427.3 268.2 295.4 289.7 382.2 302.9 264.2 321.2 268.4 327.4 310.1
 333.3 382.5 248.4 240.8 252.6 229.  252.3 265.8 312.8 295.5 318.2 431.
 386.7 341.1 259.2 405.6 417.  414.4 358.6 403.7 634.5 322.9 473.6 533.
 502.9 667.6 552.2 491.3 401.8 557.  678.3 428.3 657.6 606.5 581.2 477.2
 664.3 704.1 698.7 538.3 660.2 680.4 407.1 455.4 471.7 368.  278.9 240.5]"
268,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.5  23.9  40.   28.5  44.4  63.1  65.6 121.8 142.2
 288.4 327.9 314.1 352.3 351.1 671.8 610.8 439.4 716.9 625.4 329.3 833.
 838.4 705.6 667.  858.1 760.9 763.  704.8 878.5 460.  739.9 731.3 472.4
 555.7 399.8 907.5 604.  685.8 929.6 689.  815.4 583.  844.1 590.4 670.7
 519.3 282.2 613.5 607.6 600.5 585.2 383.7 292.7 189.3 117.3 118.  140.7
 289.9 217.6 106.5  76.9  69.1  41.8  37.   14.9  23.7  27.3  22.4   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  112.2 148.8 114.9  88.2 124.6 148.1  97.  137.5  86.8 109.6  79.2
 101.3  94.4 111.   83.1  94.3 102.9  78.7 121.9 105.7  85.8  90.9  79.4
 169.8 165.9 173.3 199.9 236.2 406.5 317.8 389.9 338.4 417.2 332.2 219.8
 336.1 323.2 299.3 284.8 304.8 484.3 290.  243.6 328.4 251.4 323.6 323.1
 261.5 321.  233.2 311.2 244.3 238.6 338.9 228.  313.4 301.8 318.2 371.
 321.4 338.2 300.  329.9 396.9 387.7 348.9 357.2 681.5 390.7 607.6 561.5
 507.7 613.4 586.3 418.  402.  547.  732.7 519.2 454.1 620.8 529.4 446.
 640.3 673.8 649.7 677.4 586.6 688.2 412.  486.9 431.9 374.8 383.6 232.5]"
269,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.9  25.1  34.6  27.4  40.2  65.1  72.1 121.3 144.2
 281.4 311.2 287.2 385.1 407.5 628.6 629.3 519.  669.4 720.5 328.3 714.9
 683.6 914.1 701.8 902.6 646.2 727.3 721.2 715.2 424.4 895.  610.2 523.4
 616.6 460.9 799.5 585.1 644.7 795.6 738.8 738.  799.9 775.1 773.8 682.6
 437.7 388.9 685.  593.3 645.1 611.9 338.4 279.4 200.1  94.3 124.6 145.3
 344.5 286.2 108.5  80.8  67.5  37.9  40.9  13.1  29.6  30.2  23.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[110.8 143.1 151.6  96.9  76.1 112.5 123.  121.8 117.2 101.1  93.4  90.8
 105.7  88.1  89.5 106.   75.9 107.4  78.5 116.8 102.6  91.8 125.8  85.2
 174.5 199.9 201.2 205.9 278.7 360.4 382.5 344.1 286.  437.8 326.9 266.2
 263.8 387.1 328.  283.7 322.5 284.9 264.8 270.8 277.6 225.1 329.5 331.6
 270.8 356.6 252.9 246.1 222.2 255.9 264.4 258.7 294.8 315.9 374.2 375.4
 312.  382.1 285.2 270.3 426.9 399.9 416.1 356.  694.7 445.1 625.6 533.
 564.6 753.4 428.3 455.  346.5 587.7 611.8 435.6 578.8 543.8 588.3 453.3
 820.  669.8 598.8 578.9 605.3 613.7 409.  392.3 422.8 349.3 341.2 279.4]"
270,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  21.4  32.   29.4  39.   62.5  61.5 125.2 148.5
 262.1 326.6 305.6 305.4 512.5 601.1 605.1 525.8 671.3 575.1 349.3 808.5
 655.2 868.6 604.5 777.7 640.  846.5 643.4 788.3 434.6 726.5 628.5 463.
 665.3 449.7 875.8 576.2 631.8 807.5 791.5 756.2 696.2 752.6 646.4 694.1
 447.  411.5 566.9 710.2 684.8 490.5 377.2 302.7 149.1 115.9 106.3 187.9
 289.8 251.3 101.1  78.5  72.   37.4  34.8  14.1  25.5  27.8  26.4   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[115.5 129.2 146.9  96.   86.5 127.4 147.9 138.4 132.7  81.7  91.5  86.9
 110.1  96.2  99.3  91.3  97.7 101.   77.7  96.3  90.5  76.1 112.6  87.7
 165.6 200.2 191.4 185.3 279.9 322.  400.8 341.9 320.  523.2 241.9 208.
 310.3 448.1 322.9 312.8 344.  388.6 236.7 298.8 301.7 278.5 307.7 331.2
 251.6 375.  234.1 231.9 251.3 266.8 309.2 239.  279.  314.7 386.9 392.4
 313.7 330.5 307.1 400.8 418.3 425.7 347.9 364.9 617.6 385.9 686.5 627.9
 550.3 521.9 593.6 434.9 504.3 565.  677.7 493.  664.1 517.5 689.7 384.5
 739.3 534.6 660.2 602.6 637.5 588.1 366.  375.6 402.8 393.2 272.5 244.3]"
271,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.1  21.3  33.2  26.1  53.7  52.4  68.  139.5 163.6
 268.8 219.3 325.1 312.8 459.6 645.4 606.2 427.  679.  686.1 316.5 754.3
 777.4 818.6 742.  794.  611.6 728.3 774.9 842.8 385.8 756.  757.6 466.1
 577.6 479.3 869.  549.2 621.2 778.8 775.3 841.3 825.5 576.7 807.6 715.6
 490.3 308.7 606.5 522.  646.8 513.2 330.2 256.1 178.1 109.4 126.  192.2
 333.2 243.7  92.6  82.5  62.4  36.3  30.   14.8  25.9  25.3  20.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[119.5 144.3 153.3 104.8  88.4 135.7 130.4 115.1 126.5  87.8  97.1  83.9
  97.6  96.8  92.9 103.2  83.9 115.7  80.6 108.8 104.5  94.1 133.8 103.4
 157.4 210.  214.7 215.7 312.5 360.8 333.4 380.7 333.  439.4 311.4 265.1
 299.1 342.7 285.1 257.  354.7 374.9 273.1 245.7 306.1 241.8 354.4 302.9
 325.5 359.5 248.4 230.8 207.9 244.5 313.4 259.7 290.  292.4 318.  323.7
 299.5 337.  263.4 346.6 458.6 378.2 325.8 408.8 576.7 474.3 600.  591.3
 537.  692.8 482.6 528.4 433.1 638.9 689.6 497.4 611.3 528.6 647.1 416.9
 698.3 621.5 516.5 590.1 574.5 713.1 398.6 466.8 406.9 312.8 309.6 245.9]"
272,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.7  27.   34.6  31.1  40.4  48.2  75.9 143.9 137.5
 250.1 281.8 301.1 343.3 452.6 596.6 636.8 528.9 631.3 479.3 339.8 784.6
 788.  796.8 753.9 809.8 576.2 948.9 718.  859.8 416.  884.9 730.4 428.8
 589.3 487.3 803.4 577.  617.9 749.5 731.9 782.7 820.9 764.4 821.6 752.2
 449.7 305.6 551.7 637.1 636.  557.5 366.7 273.6 177.7 135.3 128.5 182.6
 261.9 249.   95.2  89.7  64.6  37.1  35.4  12.   21.4  31.   24.9   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[131.8 118.7 176.1 127.   96.1 119.5 144.4 117.4 136.9  82.6  83.9  85.9
 108.7  96.4 102.5 117.8  74.2 119.1  84.6  98.2 123.   79.9 124.1  89.1
 165.  178.7 171.  223.7 249.7 341.6 371.  422.6 312.8 397.7 366.7 266.4
 276.8 387.3 300.8 266.2 320.9 411.5 304.4 237.8 297.3 281.4 316.8 293.3
 325.  313.7 292.  231.9 206.4 246.9 280.  276.3 270.1 264.1 320.8 427.2
 278.5 309.5 361.1 389.4 400.4 370.8 373.  334.5 678.1 492.1 725.1 634.7
 538.6 642.  630.6 362.  393.5 540.8 768.6 389.8 595.4 630.4 678.3 484.8
 747.6 702.4 577.3 576.7 527.6 737.1 471.7 386.2 502.9 368.6 364.2 261.3]"
273,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  21.3  33.5  30.7  41.8  44.3  76.3 122.3 152.3
 265.9 318.9 294.6 291.2 424.5 651.6 675.3 604.5 611.6 616.4 300.1 806.5
 768.5 776.1 730.1 906.7 744.  655.  717.3 665.1 478.8 696.3 732.2 424.4
 631.6 427.6 789.8 549.9 622.5 766.  698.6 703.6 718.8 711.6 766.5 706.1
 415.9 309.6 615.8 605.8 515.2 627.1 328.4 340.4 139.4 107.9 121.  195.
 356.5 271.5 113.1  89.7  68.1  39.   37.1  13.3  21.3  23.6  18.4   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 98.5 140.4 147.6  99.5  83.9 127.7 122.7 118.5 121.5  84.6  88.   92.9
 137.1 113.4 113.3  85.3  75.  101.6  76.1  88.  114.8  73.6 115.9  98.8
 153.1 130.4 195.7 209.7 295.3 344.  364.6 405.8 318.2 451.6 337.  237.5
 243.6 393.5 324.7 296.2 321.3 285.6 292.6 302.3 332.3 269.4 345.1 346.7
 300.4 327.8 236.6 281.9 240.5 215.8 315.  253.  261.1 364.3 308.4 376.2
 334.1 336.3 260.8 389.  437.5 421.4 333.2 440.  733.3 432.7 520.9 530.1
 543.6 605.4 578.9 426.1 475.8 634.4 640.1 430.7 502.1 538.1 516.8 483.5
 745.5 501.6 630.5 586.8 536.2 623.2 426.7 420.1 400.4 354.2 354.5 232.7]"
274,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.7  24.3  38.7  32.   42.7  48.9  66.1 118.6 158.7
 265.1 358.1 274.8 314.  389.  596.8 599.6 432.3 687.5 627.8 351.4 707.8
 836.4 842.  767.3 790.7 874.2 747.7 752.6 827.2 405.7 750.2 691.6 488.
 624.8 500.2 889.  669.1 539.2 848.8 613.8 825.7 658.7 713.9 774.8 743.
 480.9 311.2 710.1 654.6 565.6 468.3 350.6 290.  164.6  98.8 126.2 187.5
 347.6 223.6  96.4  69.7  67.1  33.8  37.8  14.2  27.   27.   19.3   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[106.4 150.8 122.4 108.3 110.4 123.9 144.  125.9 137.2  81.   86.6  82.7
 100.6  85.4  85.5 108.8  81.1 119.7  87.2  92.1 117.7  85.1 123.6  73.6
 146.1 202.8 168.5 233.3 279.1 314.6 315.7 292.2 336.2 539.2 257.9 260.3
 262.2 364.4 304.2 293.5 380.9 471.1 304.7 274.5 306.8 260.  285.4 292.9
 315.  345.9 304.6 238.8 294.2 249.3 278.3 248.6 286.9 285.5 356.5 395.2
 328.3 297.4 296.5 337.4 420.  375.7 377.4 352.5 630.2 438.  572.6 546.2
 456.7 582.4 646.2 462.1 462.5 530.7 603.7 433.8 558.8 596.8 483.7 463.4
 807.4 617.8 695.9 683.1 531.7 577.6 423.2 407.3 394.1 390.  292.3 220.8]"
275,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.6  23.9  33.9  27.7  44.2  63.5  71.6 117.2 124.7
 306.3 327.7 281.7 298.9 471.6 599.1 698.6 494.4 625.6 743.7 340.3 699.3
 805.9 813.4 695.9 939.9 576.7 780.6 741.7 787.7 356.  778.9 593.7 421.4
 586.1 460.1 700.7 666.5 543.6 716.9 670.4 699.2 707.3 732.1 839.2 720.5
 477.8 369.9 620.3 622.6 612.7 427.6 345.1 318.6 192.3  93.5 113.7 169.2
 273.6 233.9 103.6  82.2  69.   38.7  35.4  14.3  22.5  24.6  24.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[110.3 118.5 150.2 115.6  88.7 134.5 146.3 134.  121.9  90.6  86.9  91.5
 112.9 106.4  87.6 108.   76.7 100.5  84.5 126.3 111.1  72.5  98.9  90.9
 159.4 185.5 171.6 205.6 282.1 351.7 450.8 454.4 346.3 460.1 319.1 288.1
 259.2 351.8 316.8 264.7 323.4 394.  295.2 279.6 299.5 257.6 291.1 324.7
 378.3 280.4 205.3 256.8 220.5 194.1 305.1 272.7 257.8 319.6 284.4 289.7
 347.5 367.8 266.1 349.3 412.4 412.6 389.3 389.8 657.9 506.2 542.2 547.5
 458.4 699.5 551.6 538.1 483.4 671.1 534.8 482.1 610.3 513.9 558.9 466.4
 635.4 653.  553.4 594.2 600.  697.2 452.  450.4 346.9 375.8 310.2 231. ]"
276,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.   21.6  31.8  34.5  39.   59.8  73.1 119.5 174.8
 265.9 310.  299.7 313.9 481.4 632.2 575.8 551.8 703.1 728.1 356.5 787.9
 779.6 901.3 822.  658.9 761.2 833.5 803.1 847.8 427.3 828.9 797.9 433.9
 506.8 459.3 843.7 554.6 799.6 684.9 872.5 861.4 717.1 771.7 812.  813.3
 478.3 352.9 612.2 631.6 597.  605.7 366.1 295.1 180.5  89.4 114.6 159.6
 350.5 236.5 109.1  80.9  66.4  33.3  34.3  16.2  28.   27.9  18.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[115.2 145.6 131.  112.1  67.4 142.8 153.6 117.1 125.8  87.4  69.2  82.3
 121.7 100.8 111.7  88.9  81.3 107.6  83.5  93.2 121.4  75.4 106.8  88.3
 161.2 181.4 176.  208.4 284.6 381.  344.  403.7 321.1 416.1 293.2 251.2
 334.6 323.7 259.1 257.5 354.  465.8 246.4 288.5 314.3 256.3 315.2 274.5
 338.5 348.8 241.6 217.8 263.6 216.8 267.  258.1 287.6 322.1 318.7 407.6
 307.6 292.9 301.6 420.3 380.7 378.4 383.4 448.3 616.3 502.2 540.5 526.7
 420.7 616.8 515.3 500.4 477.6 663.5 606.5 384.1 600.5 523.6 552.5 410.7
 738.5 700.4 567.6 636.  571.5 770.7 478.  376.2 411.2 409.5 340.7 266.3]"
